30 20 60
1 30.338 30.302
2 30.194 30.138
3 30.390 30.216
4 30.132 30.166
5 30.485 30.253
6 30.491 30.306
7 30.175 30.278
8 30.465 30.494
9 30.329 30.418
10 30.326 30.427
11 30.211 30.302
12 30.201 30.319
13 30.135 30.144
14 30.476 30.129
15 30.105 30.199
16 30.265 30.160
17 30.141 30.421
18 30.447 30.458
19 30.334 30.266
20 30.203 30.339
21 30.312 30.179
22 30.130 30.368
23 30.313 30.332
24 30.136 30.157
25 30.421 30.228
26 30.152 30.336
27 30.159 30.319
28 30.280 30.346
29 30.202 30.135
30 30.274 30.307
